Experiment start. 
32,2.22874,
67,2.22874,
102,2.23343,
136,2.22874,
171,2.23343,
209,2.23343,
252,2.23343,
295,2.23343,
337,2.23343,
380,2.23343,
423,2.23343,
465,2.23343,
508,2.23343,
551,2.23343,
593,2.23343,
636,2.22874,
679,2.22874,
721,2.22405,
764,2.22405,
806,2.22405,
883,2.22405,
925,2.22405,
968,2.22405,
1011,2.22405,
1054,2.22874,
1098,2.22405,
1142,2.22405,
1185,2.22874,
1229,2.22874,
1273,2.22874,
1316,2.22874,
1360,2.22874,
1404,2.22874,
1447,2.22874,
1491,2.22874,
1536,2.22874,
1579,2.22874,
1623,2.22874,
1667,2.22874,
1710,2.23343,
1754,2.23343,
1798,2.23343,
1841,2.23343,
1885,2.23343,
1928,2.23343,
3852,2.25220,
3903,2.24751,
3966,2.24751,
4030,2.24282,
4093,2.24282,
4157,2.24282,
4200,2.24751,
4263,2.24282,
4307,2.24282,
4352,2.24282,
4395,2.24282,
4439,2.23812,
4483,2.24282,
4526,2.23812,
4570,2.23812,
4614,2.23812,
4657,2.23812,
4701,2.23812,
4745,2.23343,
4807,2.23343,
4871,2.23343,
4915,2.23343,
4959,2.23343,
5002,2.23343,
5046,2.22874,
5669,2.23812,
5704,2.23343,
5744,2.22874,
5788,2.22405,
5852,2.22874,
5895,2.23343,
5939,2.22874,
5983,2.22405,
6045,2.20997,
6109,2.22405,
6153,2.23812,
6197,2.24282,
6260,2.24751,
6324,2.25220,
6387,2.25220,
6451,2.25220,
6514,2.25220,
6577,2.24282,
6621,2.23812,
6665,2.23812,
6709,2.23812,
6752,2.24282,
6796,2.24282,
6840,2.24751,
6902,2.25220,
7527,2.25689,
7577,2.25220,
7641,2.25220,
7704,2.25689,
7768,2.25689,
7831,2.25689,
7895,2.25220,
7939,2.25689,
7982,2.25689,
8026,2.25689,
8070,2.25689,
8113,2.25689,
8157,2.25689,
8201,2.25689,
8244,2.25689,
8288,2.26158,
8332,2.26158,
8375,2.26158,
8419,2.25689,
8463,2.25689,
8506,2.25689,
8550,2.25689,
8593,2.25689,
8637,2.25220,
8681,2.25689,
9285,2.25689,
9320,2.25689,
9360,2.25689,
9403,2.25689,
9447,2.25689,
9491,2.25689,
9534,2.25689,
9578,2.25689,
9622,2.25689,
9665,2.25689,
9709,2.25220,
9753,2.25220,
9796,2.25220,
9840,2.25220,
9884,2.25220,
9927,2.25220,
9971,2.25220,
10015,2.24751,
10059,2.24751,
10104,2.25220,
10149,2.24751,
10193,2.24751,
10238,2.25220,
10284,2.25220,
10328,2.25220,
12253,2.26158,
12305,2.26158,
12369,2.26158,
12434,2.26158,
12497,2.26158,
12542,2.26628,
12607,2.26628,
12672,2.26628,
12736,2.26628,
12801,2.26628,
12865,2.26628,
12930,2.26628,
12975,2.26158,
13020,2.26158,
13064,2.26628,
13109,2.26628,
13154,2.26628,
13198,2.26628,
13243,2.26628,
13288,2.26628,
13332,2.26628,
13377,2.26628,
13422,2.26628,
13466,2.26628,
13511,2.26628,
14116,2.27097,
14151,2.26628,
14193,2.27097,
14238,2.26628,
14282,2.26628,
14327,2.27097,
14372,2.26628,
14416,2.26628,
14461,2.26628,
14507,2.27097,
14551,2.26628,
14596,2.26628,
14641,2.27097,
14685,2.27097,
14730,2.27566,
14775,2.27097,
14819,2.27566,
14864,2.27566,
14909,2.27566,
14953,2.27566,
14998,2.27566,
15043,2.27566,
15087,2.27097,
15132,2.27097,
15177,2.27097,
17102,2.27566,
17137,2.27566,
17179,2.27566,
17223,2.27566,
17268,2.27097,
17313,2.27566,
17357,2.27566,
17402,2.27566,
17447,2.27566,
17491,2.27566,
17537,2.27566,
17582,2.27566,
17626,2.27566,
17671,2.27566,
17716,2.27566,
17760,2.27566,
17805,2.27566,
17850,2.27566,
17894,2.27566,
17939,2.27566,
17984,2.27566,
18028,2.27566,
18073,2.27566,
18118,2.27566,
18162,2.27566,
20087,2.27566,
20122,2.28035,
20164,2.27566,
20209,2.28035,
20254,2.28035,
20298,2.28035,
20343,2.28035,
20388,2.28035,
20432,2.27566,
20477,2.28035,
20523,2.28035,
20567,2.28035,
20612,2.28035,
20657,2.28035,
20701,2.28035,
20746,2.28035,
20791,2.28035,
20835,2.28035,
20880,2.28035,
20925,2.28035,
20969,2.28035,
21014,2.28035,
21059,2.28035,
21103,2.28035,
21148,2.28035,
23073,2.28504,
23108,2.28504,
23150,2.28504,
23195,2.28504,
23239,2.28504,
23284,2.28504,
23329,2.28504,
23373,2.28035,
23418,2.28504,
23463,2.28504,
23507,2.28035,
23553,2.28504,
23598,2.28035,
23642,2.28504,
23687,2.28504,
23732,2.28504,
23776,2.28504,
23821,2.28504,
23866,2.28504,
23910,2.28504,
23955,2.28504,
24000,2.28504,
24044,2.28504,
24089,2.28504,
24134,2.28504,
26059,2.28504,
26094,2.28504,
26136,2.28504,
26180,2.28504,
26225,2.28504,
26270,2.28504,
26314,2.28504,
26359,2.28504,
26404,2.28504,
26448,2.28504,
26493,2.28504,
26539,2.28504,
26583,2.28504,
26628,2.28504,
26673,2.28504,
26717,2.28504,
26762,2.28504,
26807,2.28504,
26851,2.28504,
26896,2.28504,
26941,2.28974,
26985,2.28504,
27030,2.28504,
27075,2.28504,
27119,2.28974,
29044,2.28504,
29079,2.28504,
29121,2.28504,
29166,2.28504,
29211,2.28504,
29255,2.28974,
29300,2.28974,
29345,2.28974,
29389,2.28974,
29434,2.28974,
29479,2.28974,
29523,2.28504,
29569,2.28504,
29614,2.28504,
29658,2.28974,
29703,2.28974,
29748,2.28504,
29792,2.28974,
29837,2.28974,
29882,2.28974,
29926,2.28974,
29971,2.28974,
30016,2.28504,
30060,2.28504,
30105,2.28504,
32030,2.28974,
32065,2.28974,
32107,2.28974,
32152,2.28974,
32196,2.28974,
32241,2.28974,
32286,2.28974,
32330,2.28974,
32375,2.28504,
32420,2.28974,
32464,2.28974,
32509,2.28974,
32555,2.28974,
32599,2.28974,
32644,2.28974,
32689,2.28974,
32733,2.28974,
32778,2.28974,
32823,2.28974,
32867,2.28974,
32912,2.28974,
32957,2.28974,
33001,2.28974,
33046,2.28974,
33091,2.28974,
35016,2.28974,
35051,2.28974,
35093,2.28974,
35137,2.29443,
35182,2.29443,
35227,2.29443,
35271,2.29443,
35316,2.28974,
35361,2.29443,
35405,2.28974,
35450,2.28974,
35495,2.29443,
35539,2.29443,
35585,2.29443,
35630,2.28974,
35674,2.29443,
35719,2.29443,
35764,2.29443,
35808,2.29443,
35853,2.29443,
35898,2.29443,
35942,2.29443,
35987,2.29443,
36032,2.29443,
36076,2.29443,
38001,2.29443,
38036,2.29443,
38078,2.29443,
38123,2.29443,
38168,2.29443,
38212,2.29443,
38257,2.29443,
38302,2.29443,
38346,2.29443,
38391,2.29443,
38436,2.29443,
38480,2.29443,
38525,2.29443,
38571,2.29443,
38615,2.28974,
38660,2.29443,
38705,2.29443,
38749,2.29443,
38794,2.29443,
38839,2.29443,
38883,2.29443,
38928,2.29443,
38973,2.29443,
39017,2.29443,
39062,2.29443,
40987,2.29443,
41022,2.28974,
41064,2.28974,
41109,2.28974,
41153,2.28974,
41198,2.28974,
41243,2.28974,
41287,2.28974,
41332,2.28974,
41377,2.28974,
41421,2.28974,
41466,2.28974,
41511,2.29443,
41555,2.29443,
41601,2.29443,
41646,2.29443,
41690,2.29443,
41735,2.29443,
41780,2.29443,
41824,2.29443,
41869,2.29443,
41914,2.29443,
41958,2.29443,
42003,2.29443,
42048,2.29443,
43973,2.29443,
44008,2.28974,
44050,2.29443,
44094,2.28974,
44139,2.28974,
44184,2.28504,
44228,2.28504,
