Experiment start. 
28FG,2.13959,
28HJ,2.13959,
2903,2.13959,
2DG7,2.13959,
2DI2,2.13959,
2E02,2.13959,
2E25,2.13959,
2E49,2.13959,
2E6D,2.13959,
2E8G,2.13959,
2EB0,2.13959,
2ED4,2.13959,
2EF7,2.13959,
2EHB,2.13959,
2EJF,2.13959,
2F1I,2.13959,
2F42,2.14428,
2F66,2.13959,
2F89,2.13959,
2FAD,2.13959,
2FCH,2.13959,
2FF0,2.13959,
2FH4,2.13959,
2FJ8,2.13959,
2G1B,2.13959,
2G3F,2.13959,
2G5J,2.13959,
2G82,2.13959,
3146,2.13959,
3161,2.13959,
3181,2.13959,
31A5,2.13959,
31C8,2.13959,
31EC,2.13959,
31GG,2.13959,
31IJ,2.13959,
3213,2.13959,
3237,2.13959,
325A,2.13959,
327E,2.13959,
329I,2.13959,
32C1,2.13959,
32E5,2.13959,
32G9,2.13959,
32IC,2.13959,
330H,2.13959,
3331,2.13959,
3354,2.13959,
3378,2.13959,
339C,2.13959,
33BF,2.13959,
33DJ,2.13959,
33G2,2.13959,
38C6,2.13959,
38E1,2.13959,
38G1,2.13959,
38I5,2.13959,
3909,2.13959,
392C,2.13959,
394G,2.13959,
3970,2.13959,
3993,2.13959,
39B7,2.13959,
39DB,2.13959,
39FE,2.13959,
39HI,2.13959,
3A02,2.13959,
3A25,2.13959,
3A49,2.13959,
3A6D,2.13959,
3A8G,2.13959,
3AB0,2.13959,
3AD3,2.13959,
3AF7,2.13959,
3AHB,2.13959,
3AJE,2.13959,
3B1I,2.13959,
3B42,2.13959,
3G06,2.13959,
3G21,2.13959,
3G41,2.13959,
3G64,2.13959,
3G88,2.13959,
3GAC,2.13959,
3GCF,2.13959,
3GEJ,2.13959,
3GH3,2.13959,
3GJ6,2.13959,
3H1A,2.13959,
3H3E,2.13959,
3H5H,2.13959,
3H81,2.13959,
3HA5,2.13959,
3HC8,2.13959,
3HEC,2.13959,
3HGF,2.13959,
3HIJ,2.13959,
3I13,2.13959,
3I36,2.13959,
3I5A,2.13959,
3I7E,2.13959,
3I9H,2.13959,
3IC1,2.13959,
4386,2.13959,
43A0,2.13959,
43C0,2.13959,
43E4,2.13959,
43G7,2.13959,
43IB,2.13959,
440F,2.13959,
442I,2.13959,
4452,2.13959,
4476,2.13959,
4499,2.13959,
44BD,2.13959,
44DG,2.13959,
44G1,2.13959,
44I5,2.13959,
4508,2.13959,
452C,2.13959,
454G,2.13959,
456J,2.13959,
4593,2.13959,
45B7,2.13959,
45DA,2.13959,
45FE,2.13959,
45HI,2.13959,
4601,2.13959,
4AG5,2.13959,
4AI0,2.13959,
4B00,2.13959,
4B24,2.13959,
4B48,2.13959,
4B6B,2.13959,
4B8F,2.13959,
4BAI,2.13959,
4BD2,2.13959,
4BF6,2.13959,
4BH9,2.13959,
4BJD,2.13959,
4C1H,2.13959,
4C40,2.13959,
4C64,2.13959,
4C88,2.13959,
4CAB,2.13959,
4CCF,2.13959,
4CEJ,2.13959,
4CH2,2.13959,
4CJ6,2.13959,
4D1A,2.13959,
4D3D,2.13959,
4D5H,2.13959,
4D81,2.13959,
4I44,2.13959,
4I5J,2.13959,
4I80,2.13959,
4IA3,2.13959,
4IC7,2.13959,
4IEA,2.14428,
4IGE,2.13959,
4III,2.13959,
4J11,2.13959,
4J35,2.14428,
4J59,2.13959,
4J7C,2.13959,
4J9G,2.13959,
4JC0,2.13959,
4JE3,2.13959,
4JG7,2.13959,
4JIB,2.13959,
500E,2.13959,
502I,2.13959,
5052,2.13959,
5075,2.13959,
5099,2.13959,
50BD,2.13959,
50DG,2.13959,
50G1,2.13959,
55C5,2.13959,
55DJ,2.13959,
55FJ,2.13959,
55I2,2.13959,
5606,2.13959,
562A,2.13959,
564D,2.13959,
566H,2.13959,
5692,2.13959,
56B5,2.13959,
56D9,2.13959,
56FD,2.14428,
56HG,2.13959,
5700,2.13959,
5724,2.13959,
5747,2.13959,
576B,2.13959,
578F,2.13959,
57AI,2.13959,
57D2,2.13959,
57F6,2.13959,
57H9,2.13959,
57JD,2.13959,
581H,2.13959,
5840,2.13959,
5D04,2.14428,
5D1J,2.14428,
5D3J,2.13959,
5D63,2.14428,
5D86,2.14428,
5DAA,2.14428,
5DCE,2.14428,
5DEH,2.13959,
5DH1,2.13959,
5DJ5,2.13959,
5E18,2.14428,
5E3C,2.14428,
5E5G,2.14428,
5E7J,2.13959,
5EA3,2.13959,
5EC7,2.13959,
5EEA,2.13959,
5EGE,2.13959,
5EII,2.14428,
5F11,2.13959,
5F35,2.13959,
5F59,2.13959,
5F7C,2.13959,
5F9G,2.13959,
5FBJ,2.13959,
6083,2.14428,
609I,2.13959,
60BI,2.13959,
60E2,2.13959,
60G6,2.13959,
60I9,2.13959,
610D,2.13959,
612H,2.13959,
6150,2.13959,
6174,2.13959,
6198,2.13959,
61BB,2.14428,
61DF,2.13959,
61FJ,2.13959,
61I2,2.13959,
6206,2.13959,
622A,2.13959,
624D,2.13959,
626H,2.14428,
6290,2.13959,
62B5,2.13959,
62D9,2.13959,
62FC,2.13959,
62HG,2.13959,
6300,2.13959,
67G4,2.13959,
67HJ,2.13959,
67JI,2.13959,
6821,2.13959,
6846,2.13959,
686A,2.13959,
688D,2.13959,
68AH,2.13959,
68D1,2.13959,
68F4,2.13959,
68H8,2.13959,
68JC,2.13959,
691F,2.13959,
693J,2.13959,
6962,2.13959,
6986,2.13959,
69AA,2.13959,
69CD,2.13959,
69EH,2.13959,
69H1,2.13959,
69J4,2.13959,
6A18,2.13959,
6A3C,2.13959,
6A5F,2.13959,
6A7J,2.13959,
6F43,2.13959,
6F5I,2.13959,
6F7I,2.13959,
6FA2,2.13959,
6FC5,2.13959,
6FE9,2.13959,
6FGD,2.13959,
6FIG,2.13959,
6G10,2.13959,
6G34,2.13959,
6G57,2.13959,
6G7B,2.13959,
6G9E,2.13959,
6GBI,2.13959,
6GE2,2.13959,
6GG5,2.13959,
6GI9,2.13959,
6H0D,2.13959,
6H2G,2.13959,
6H50,2.13959,
6H74,2.13959,
6H97,2.13959,
6HBB,2.13959,
6HDF,2.13959,
6HFI,2.13959,
72C2,2.13959,
72DH,2.13959,
72FH,2.13959,
72I1,2.13959,
7305,2.13959,
7328,2.13959,
734C,2.13959,
736F,2.13959,
738J,2.13959,
73B3,2.13959,
73D6,2.13959,
73FA,2.13959,
73HE,2.13959,
73JH,2.13959,
7421,2.13959,
7446,2.13959,
7469,2.13959,
748D,2.13959,
74AH,2.13959,
74D0,2.13959,
74F4,2.13959,
74H8,2.13959,
74JB,2.13959,
751F,2.13959,
753J,2.13959,
7A02,2.13959,
7A1H,2.14428,
7A3H,2.13959,
7A61,2.14428,
7A85,2.14428,
7AA8,2.13959,
7ACC,2.13959,
7AEG,2.13959,
7AGJ,2.13959,
7AJ3,2.13959,
7B17,2.13959,
7B3A,2.13959,
7B5E,2.14428,
7B7I,2.13959,
7BA1,2.14428,
7BC5,2.13959,
7BE9,2.14428,
7BGC,2.13959,
7BIG,2.13959,
7C10,2.13959,
7C33,2.13959,
7C57,2.14428,
7C7B,2.13959,
7C9E,2.14428,
7CBI,2.13959,
7H82,2.14428,
7H9H,2.14428,
7HBH,2.13959,
7HE0,2.13959,
7HG4,2.13959,
7HI8,2.14428,
7I0B,2.14428,
7I2F,2.14428,
7I4J,2.13959,
7I72,2.13959,
7I96,2.14428,
7IBA,2.13959,
7IDD,2.13959,
7IFH,2.14428,
7II1,2.13959,
7J04,2.13959,
7J28,2.13959,
7J4C,2.14428,
7J6F,2.14428,
7J8J,2.13959,
7JB3,2.14428,
7JD6,2.14428,
7JFA,2.13959,
7JHE,2.14428,
7JJH,2.13959,
84G2,2.13959,
84HG,2.14428,
84JG,2.14428,
8520,2.14428,
8543,2.14428,
8567,2.13959,
858B,2.14428,
85AE,2.14428,
85CI,2.14428,
85F2,2.14428,
85H5,2.13959,
85JA,2.14428,
861E,2.14428,
863H,2.13959,
8661,2.13959,
8685,2.13959,
86A8,2.14428,
86CC,2.13959,
86EG,2.14428,
86GJ,2.13959,
86J3,2.14428,
8716,2.14428,
873A,2.14428,
875E,2.14428,
877H,2.13959,
8C41,2.13959,
8C5G,2.14428,
8C7G,2.13959,
8CA0,2.14428,
8CC4,2.14428,
8CE7,2.13959,
8CGB,2.13959,
8CIF,2.14428,
8D0I,2.14428,
8D32,2.14428,
8D56,2.14428,
8D79,2.14428,
8D9D,2.13959,
8DBH,2.14428,
8DE0,2.13959,
8DG4,2.14428,
8DI8,2.13959,
8E0B,2.14428,
8E2F,2.13959,
8E4I,2.13959,
8E72,2.14428,
8E96,2.13959,
8EB9,2.13959,
8EDD,2.13959,
8EFH,2.13959,
8JC1,2.13959,
8JDG,2.14428,
8JFG,2.13959,
8JHJ,2.14428,
9003,2.13959,
9027,2.14428,
904A,2.14428,
906E,2.14428,
908I,2.13959,
90B1,2.13959,
90D5,2.13959,
90F9,2.14428,
90HC,2.13959,
90JG,2.14428,
911J,2.13959,
9143,2.13959,
9167,2.13959,
918A,2.13959,
91AE,2.13959,
91CI,2.13959,
91F1,2.13959,
91H5,2.13959,
91JA,2.13959,
921D,2.14428,
923H,2.13959,
9701,2.14428,
971F,2.13959,
973F,2.14428,
975J,2.13959,
9782,2.13959,
97A6,2.13959,
97CB,2.13959,
97EE,2.14428,
97GI,2.13959,
97J1,2.14428,
9815,2.14428,
9839,2.14428,
985C,2.14428,
987G,2.13959,
98A0,2.14428,
98C3,2.13959,
98E7,2.14428,
98GB,2.14428,
98IE,2.13959,
990I,2.13959,
9932,2.13959,
9955,2.14428,
9979,2.14428,
999D,2.14428,
99BG,2.14428,
9E80,2.14428,
9E9F,2.14428,
9EBF,2.13959,
9EDJ,2.14428,
9EG2,2.14428,
9EI6,2.13959,
9F0A,2.14428,
9F2D,2.14428,
9F4H,2.13959,
9F71,2.13959,
9F94,2.13959,
9FB8,2.14428,
9FDC,2.13959,
9FFF,2.14428,
9FHJ,2.14428,
9G03,2.14428,
9G26,2.14428,
9G4A,2.14428,
9G6E,2.13959,
9G8H,2.13959,
9GB1,2.13959,
9GD5,2.14428,
9GF8,2.14428,
9GHC,2.14428,
9GJG,2.13959,
A1FJ,2.13959,
A1HE,2.13959,
A1JE,2.14428,
A21I,2.13959,
A242,2.13959,
A265,2.14428,
A289,2.14428,
A2AD,2.13959,
A2CG,2.13959,
A2F0,2.14428,
A2H4,2.13959,
A2J7,2.13959,
A31B,2.13959,
A33F,2.14428,
A35I,2.13959,
A382,2.14428,
A3A6,2.14428,
A3C9,2.14428,
A3EE,2.13959,
A3GI,2.14428,
A3J1,2.13959,
A415,2.14428,
A439,2.14428,
A45C,2.13959,
A47G,2.13959,
A940,2.14428,
A95F,2.14428,
A97F,2.14428,
A99I,2.14428,
A9C2,2.14428,
A9E6,2.13959,
A9G9,2.13959,
A9ID,2.13959,
AA0H,2.14428,
AA30,2.14428,
AA54,2.14428,
AA78,2.13959,
AA9B,2.14428,
AABF,2.14428,
AADJ,2.13959,
AAG2,2.13959,
AAI6,2.13959,
AB0A,2.14428,
AB2D,2.14428,
AB4H,2.13959,
AB71,2.13959,
AB94,2.14428,
ABB8,2.13959,
ABDC,2.14428,
ABFF,2.13959,
AGBJ,2.13959,
AGDE,2.14428,
AGFE,2.14428,
AGHI,2.14428,
AH01,2.14428,
AH25,2.14428,
AH49,2.14428,
AH6C,2.14428,
AH8G,2.13959,
AHB0,2.14428,
AHD3,2.14428,
AHF7,2.14428,
AHHB,2.13959,
AHJE,2.14428,
AI1I,2.14428,
AI42,2.14428,
AI65,2.13959,
AI89,2.14428,
AIAD,2.13959,
AICG,2.13959,
AIF0,2.13959,
AIH4,2.14428,
AIJ7,2.13959,
AJ1B,2.14428,
AJ3E,2.14428,
B3JI,2.14428,
B41D,2.13959,
B43D,2.13959,
B45H,2.13959,
B481,2.13959,
B4A4,2.14428,
B4C8,2.13959,
B4EC,2.14428,
B4GF,2.13959,
B4IJ,2.14428,
B513,2.14428,
B536,2.14428,
B55A,2.14428,
B57F,2.14428,
B59I,2.13959,
B5C2,2.13959,
B5E6,2.14428,
B5G9,2.13959,
B5ID,2.13959,
B60G,2.14428,
B630,2.14428,
B654,2.13959,
B677,2.13959,
B69B,2.13959,
B6BF,2.14428,
BB7J,2.14428,
BB9E,2.14428,
BBBE,2.14428,
BBDH,2.14428,
BBG1,2.14428,
BBI5,2.14428,
BC08,2.14428,
BC2C,2.14428,
BC4G,2.13959,
BC6J,2.13959,
BC93,2.14428,
BCB7,2.14428,
BCDA,2.13959,
BCFE,2.14428,
BCHH,2.13959,
BD01,2.14428,
BD25,2.14428,
BD48,2.14428,
BD6C,2.14428,
BD8G,2.14428,
BDAJ,2.13959,
BDD3,2.14428,
BDF7,2.14428,
BDHA,2.14428,
BDJE,2.13959,
BIFI,2.13959,
BIHD,2.13959,
BIJD,2.14428,
BJ1H,2.13959,
BJ40,2.14428,
BJ64,2.13959,
BJ88,2.14428,
BJAB,2.14428,
BJCF,2.14428,
BJEI,2.13959,
BJH2,2.13959,
BJJ6,2.14428,
C019,2.13959,
C03D,2.14428,
C05H,2.14428,
C080,2.14428,
C0A4,2.14428,
C0C8,2.14428,
C0EB,2.13959,
C0GF,2.13959,
C0IJ,2.13959,
C112,2.14428,
C136,2.14428,
C15A,2.14428,
C17D,2.13959,
